序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
5702,2023,03,15,14,11,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",B03,120.646976,24.146012,3,66000,387130000C,(04)23289100,(04)25368667
5703,2023,03,15,14,14,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,23,2,9,1,1,F03,7,9,8,20,2,16,"  ",23,23,1,21,8,F03,120.690501,24.163216,2,66000,387130000C,(04)23289100,(04)25368667
5704,2023,03,15,14,15,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",12,12,1,5,"  ",B12,120.705738,24.1648,3,66000,387130000C,(04)23289100,(04)25368667
5705,2023,03,15,14,17,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,21,"  ",B03,120.683601,24.174132,3,66000,387130000C,(04)23289100,(04)25368667
5706,2023,03,15,14,19,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,21,"  ",B03,120.672674,24.169367,3,66000,387130000C,(04)23289100,(04)25368667
5707,2023,03,15,14,20,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,1,16,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,22,9,B03,120.657895,24.242308,2,66000,387130000C,(04)23289100,(04)25368667
5708,2023,03,15,14,25,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",B03,120.65961,24.136475,3,66000,387130000C,(04)23289100,(04)25368667
5709,2023,03,15,14,28,臺中市,南屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,5,5,2,15,23,2,9,1,1,C03,7,9,4,8,9,15,"  ",23,23,1,22,8,C03,120.631748,24.125647,2,66000,387130000C,(04)23289100,(04)25368667
5710,2023,03,15,14,29,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B03,120.704958,24.185101,3,66000,387130000C,(04)23289100,(04)25368667
5711,2023,03,15,14,34,臺中市,梧棲區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,"  ",6,6,1,9,8,B03,120.530416,24.242402,2,66000,387130000C,(04)23289100,(04)25368667
5712,2023,03,15,14,38,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,23,1,5,8,C03,120.610334,24.136308,2,66000,387130000C,(04)23289100,(04)25368667
5713,2023,03,15,14,38,臺中市,龍井區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,3,1,10,5,5,2,17,42,2,9,1,1,C03,7,5,1,10,2,14,"  ",42,42,1,22,8,C03,120.59275,24.181409,2,66000,387130000C,(04)23289100,(04)25368667
5714,2023,03,15,14,38,臺中市,烏日區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,23,1,21,"  ",B03,120.653314,24.089932,3,66000,387130000C,(04)23289100,(04)25368667
5715,2023,03,15,14,41,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.644178,24.175003,2,66000,387130000C,(04)23289100,(04)25368667
5716,2023,03,15,15,0,臺中市,龍井區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,2,18,2,12,"  ",6,6,1,22,9,C03,120.579978,24.174968,2,66000,387130000C,(04)23289100,(04)25368667
5717,2023,03,15,15,0,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",G06,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",G06,120.623498,24.095213,3,66000,387130000C,(04)23289100,(04)25368667
5718,2023,03,15,15,1,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",A11,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",A11,120.655822,24.199568,3,66000,387130000C,(04)23289100,(04)25368667
5719,2023,03,15,15,4,臺中市,北區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,9,53,2,9,4,5,H01,8,16,8,20,10,16,"  ",53,53,1,22,8,H01,120.680519,24.158897,2,66000,387130000C,(04)23289100,(04)25368667
5720,2023,03,15,15,9,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,2,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,8,"  ",6,6,1,22,8,B03,120.602478,24.159656,2,66000,387130000C,(04)23289100,(04)25368667
5721,2023,03,15,15,13,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,9,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",9,"   ",1,21,"  ",B03,120.536452,24.281275,3,66000,387130000C,(04)23289100,(04)25368667
5722,2023,03,15,15,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",44,43,1,22,"  ",B03,120.655692,24.164919,3,66000,387130000C,(04)23289100,(04)25368667
5723,2023,03,15,15,16,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",B03,120.682891,24.169733,3,66000,387130000C,(04)23289100,(04)25368667
5724,2023,03,15,15,22,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",B12,120.673875,24.208543,3,66000,387130000C,(04)23289100,(04)25368667
5725,2023,03,15,15,22,臺中市,大甲區,0,1,0,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,1,18,42,2,9,1,1,F01,7,9,8,20,2,16,"  ",42,42,1,15,8,F01,120.628,24.34058,2,66000,387130000C,(04)23289100,(04)25368667
5726,2023,03,15,15,24,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,7,2,9,1,1,C03,7,10,1,10,2,14,"  ",7,7,1,22,8,C03,120.67462,24.146746,2,66000,387130000C,(04)23289100,(04)25368667
5727,2023,03,15,15,33,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",C03,120.617561,24.188315,3,66000,387130000C,(04)23289100,(04)25368667
5728,2023,03,15,15,38,臺中市,潭子區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,2,18,22,2,9,1,1,C03,7,9,1,10,2,12,"  ",22,22,1,22,8,C03,120.70689,24.211227,2,66000,387130000C,(04)23289100,(04)25368667
5729,2023,03,15,15,39,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,"  ",6,6,1,22,8,B03,120.612169,24.185238,2,66000,387130000C,(04)23289100,(04)25368667
5730,2023,03,15,15,46,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,42,3,10,3,4,B03,7,6,1,8,2,2,"  ",42,42,1,21,8,B03,120.673554,24.193357,2,66000,387130000C,(04)23289100,(04)25368667
5731,2023,03,15,15,46,臺中市,霧峰區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,13,23,2,7,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,5,5,C03,120.691968,24.044538,2,66000,387130000C,(04)23289100,(04)25368667
5732,2023,03,15,15,47,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",B03,120.688958,24.087513,3,66000,387130000C,(04)23289100,(04)25368667
5733,2023,03,15,15,47,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.73758,24.131808,3,66000,387130000C,(04)23289100,(04)25368667
5734,2023,03,15,15,48,臺中市,南區,0,0,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B01,7,9,1,3,2,1,"  ",6,6,1,10,8,B01,120.661638,24.127986,3,66000,387130000C,(04)23289100,(04)25368667
5735,2023,03,15,15,50,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,22,8,B03,120.696008,24.134907,2,66000,387130000C,(04)23289100,(04)25368667
5736,2023,03,15,15,51,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,6,1,22,"  ",B03,120.681746,24.020008,3,66000,387130000C,(04)23289100,(04)25368667
5737,2023,03,15,16,3,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",43,"   ",1,22,"  ",C03,120.683382,24.133288,3,66000,387130000C,(04)23289100,(04)25368667
5738,2023,03,15,16,6,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",B03,120.687775,24.155838,3,66000,387130000C,(04)23289100,(04)25368667
5739,2023,03,15,16,6,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B11,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,21,"  ",B11,120.742785,24.16693,3,66000,387130000C,(04)23289100,(04)25368667
5740,2023,03,15,16,11,臺中市,沙鹿區,0,1,0,8,1,5,40,13,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,3,"  ",12,12,1,9,9,B03,120.60695,24.24557,2,66000,387130000C,(04)23289100,(04)25368667
5741,2023,03,15,16,16,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,16,1,22,8,C03,120.682089,24.154584,2,66000,387130000C,(04)23289100,(04)25368667
5742,2023,03,15,16,19,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",C03,120.567809,24.291511,3,66000,387130000C,(04)23289100,(04)25368667
5743,2023,03,15,16,24,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,1,"  ",23,23,1,22,"  ",B03,120.715421,24.148816,3,66000,387130000C,(04)23289100,(04)25368667
5744,2023,03,15,16,26,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.652237,24.133994,3,66000,387130000C,(04)23289100,(04)25368667
5745,2023,03,15,16,26,臺中市,西屯區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,1,4,1,2,17,42,2,9,1,1,C03,7,9,1,10,2,14,"  ",42,42,1,22,8,C03,120.651806,24.161453,2,66000,387130000C,(04)23289100,(04)25368667
5746,2023,03,15,16,29,臺中市,烏日區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,12,7,3,10,1,1,B03,7,8,1,8,2,6,"  ",7,7,1,21,8,B03,120.584276,24.111436,2,66000,387130000C,(04)23289100,(04)25368667
5747,2023,03,15,16,30,臺中市,豐原區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,3,5,5,1,18,43,2,9,1,1,C03,7,8,1,10,2,12,"  ",43,43,1,22,8,C03,120.727791,24.249711,2,66000,387130000C,(04)23289100,(04)25368667
5748,2023,03,15,16,33,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,23,1,22,"  ",B03,120.68671,24.10288,3,66000,387130000C,(04)23289100,(04)25368667
5749,2023,03,15,16,34,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,25,3,10,3,4,B03,7,9,1,8,2,2,"  ",25,25,1,22,8,B03,120.632938,24.163998,2,66000,387130000C,(04)23289100,(04)25368667
5750,2023,03,15,16,36,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.629092,24.205069,3,66000,387130000C,(04)23289100,(04)25368667
5751,2023,03,15,16,37,臺中市,豐原區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,1,4,2,17,21,2,1,3,4,F01,7,15,8,20,5,16,"  ",21,21,1,20,8,F01,120.734443,24.251255,2,66000,387130000C,(04)23289100,(04)25368667
5752,2023,03,15,16,38,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,23,3,10,3,4,B03,7,14,1,8,2,1,"  ",23,23,1,22,8,B03,120.64583,24.164437,2,66000,387130000C,(04)23289100,(04)25368667
5753,2023,03,15,16,39,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,6,1,22,"  ",B03,120.718201,24.197808,3,66000,387130000C,(04)23289100,(04)25368667
5754,2023,03,15,16,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",18,"   ",1,21,"  ",B03,120.710863,24.17928,3,66000,387130000C,(04)23289100,(04)25368667
5755,2023,03,15,16,43,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,14,"  ",16,16,1,21,8,C03,120.698031,24.147951,2,66000,387130000C,(04)23289100,(04)25368667
5756,2023,03,15,16,45,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",3,"  ",2,"  ","  ",23,"   ",1,21,"  ",C03,120.699276,24.068459,3,66000,387130000C,(04)23289100,(04)25368667
5757,2023,03,15,16,48,臺中市,大里區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,1,12,23,3,10,1,1,C03,7,9,6,18,2,12,"  ",23,23,1,5,8,C03,120.68959,24.101071,2,66000,387130000C,(04)23289100,(04)25368667
5758,2023,03,15,16,54,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,22,"  ",B03,120.703792,24.20105,3,66000,387130000C,(04)23289100,(04)25368667
5759,2023,03,15,16,54,臺中市,西屯區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,8,1,1,C03,7,6,1,10,2,11,"  ",16,16,1,18,8,C03,120.626138,24.184585,2,66000,387130000C,(04)23289100,(04)25368667
5760,2023,03,15,16,55,臺中市,西屯區,0,1,0,8,1,5,50,12,9,1,5,4,5,7,4,4,4,3,5,2,16,6,3,10,1,1,B03,7,6,1,8,1,2,"  ",6,6,1,22,8,B03,120.612277,24.191838,2,66000,387130000C,(04)23289100,(04)25368667
5761,2023,03,15,16,56,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.677488,24.126136,3,66000,387130000C,(04)23289100,(04)25368667
5762,2023,03,15,16,57,臺中市,北屯區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,7,3,10,1,1,B03,7,8,1,8,2,2,"  ",7,7,1,22,8,B03,120.663785,24.200744,2,66000,387130000C,(04)23289100,(04)25368667
5763,2023,03,15,16,57,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,2,8,1,1,C03,7,5,1,10,2,13,12,8,8,1,22,8,C03,120.639505,24.174888,2,66000,387130000C,(04)23289100,(04)25368667
5764,2023,03,15,17,0,臺中市,潭子區,0,0,0,,,,60,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",B03,120.705431,24.21147,3,66000,387130000C,(04)23289100,(04)25368667
5765,2023,03,15,17,0,臺中市,烏日區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,2,1,5,4,4,2,17,19,2,9,1,1,C03,7,1,1,10,2,12,"  ",19,19,1,21,8,C03,120.642075,24.106303,2,66000,387130000C,(04)23289100,(04)25368667
5766,2023,03,15,17,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",C03,120.654059,24.164848,3,66000,387130000C,(04)23289100,(04)25368667
5767,2023,03,15,17,5,臺中市,大肚區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,19,2,9,1,1,C03,7,1,1,10,2,14,"  ",19,19,1,19,8,C03,120.57773,24.118355,2,66000,387130000C,(04)23289100,(04)25368667
5768,2023,03,15,17,7,臺中市,烏日區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,4,"  ",6,6,1,21,8,B03,120.643359,24.061729,2,66000,387130000C,(04)23289100,(04)25368667
5769,2023,03,15,17,8,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,22,"  ",B03,120.66207,24.154802,3,66000,387130000C,(04)23289100,(04)25368667
5770,2023,03,15,17,9,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",19,"   ",1,22,"  ",B03,120.682025,24.215925,3,66000,387130000C,(04)23289100,(04)25368667
5771,2023,03,15,17,9,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,3,10,3,4,C03,7,9,1,10,2,11,"  ",16,16,1,22,8,C03,120.644446,24.185031,2,66000,387130000C,(04)23289100,(04)25368667
5772,2023,03,15,17,12,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,42,3,10,1,1,B03,7,9,1,8,2,8,"  ",42,42,1,21,8,B03,120.728617,24.134729,2,66000,387130000C,(04)23289100,(04)25368667
5773,2023,03,15,17,13,臺中市,梧棲區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,1,1,1,4,1,1,16,9,3,10,1,1,C03,7,6,1,10,2,12,"  ",9,9,1,9,8,C03,120.532003,24.240348,2,66000,387130000C,(04)23289100,(04)25368667
5774,2023,03,15,17,14,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",A12,120.615803,24.19165,3,66000,387130000C,(04)23289100,(04)25368667
5775,2023,03,15,17,15,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",25,"   ",1,21,"  ",B03,120.608073,24.117734,3,66000,387130000C,(04)23289100,(04)25368667
5776,2023,03,15,17,17,臺中市,潭子區,0,2,0,8,1,5,50,14,9,1,5,1,5,7,1,1,1,1,5,1,13,23,2,7,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,9,C03,120.711689,24.210026,2,66000,387130000C,(04)23289100,(04)25368667
5777,2023,03,15,17,17,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,1,2,5,2,13,23,2,8,3,4,C03,7,9,1,10,2,11,12,23,23,1,22,8,C03,120.602798,24.192473,2,66000,387130000C,(04)23289100,(04)25368667
5778,2023,03,15,17,19,臺中市,龍井區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,3,52,3,10,4,5,H01,8,16,8,20,10,16,"  ",52,54,1,3,8,H01,120.582675,24.17821,2,66000,387130000C,(04)23289100,(04)25368667
5779,2023,03,15,17,20,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",3,"  ",2,"  ","  ",16,"   ",1,22,"  ",C03,120.641082,24.219279,3,66000,387130000C,(04)23289100,(04)25368667
5780,2023,03,15,17,20,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.670395,24.188906,3,66000,387130000C,(04)23289100,(04)25368667
5781,2023,03,15,17,22,臺中市,北屯區,0,1,0,8,2,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,22,8,C03,120.666176,24.189886,2,66000,387130000C,(04)23289100,(04)25368667
5782,2023,03,15,17,22,臺中市,西屯區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,3,10,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,22,8,C03,120.642277,24.177774,2,66000,387130000C,(04)23289100,(04)25368667
5783,2023,03,15,17,24,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,21,"  ",B12,120.54198,24.267936,3,66000,387130000C,(04)23289100,(04)25368667
5784,2023,03,15,17,30,臺中市,東區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,23,3,10,1,1,B03,7,9,6,8,1,1,"  ",23,23,1,5,8,B03,120.696684,24.140799,3,66000,387130000C,(04)23289100,(04)25368667
5785,2023,03,15,17,38,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,5,"  ",C03,120.665287,24.150867,3,66000,387130000C,(04)23289100,(04)25368667
5786,2023,03,15,17,38,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B12,120.687143,24.105345,3,66000,387130000C,(04)23289100,(04)25368667
5787,2023,03,15,17,40,臺中市,南區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,17,42,3,10,1,1,B03,7,14,1,8,2,1,"  ",42,42,1,22,8,B03,120.650118,24.120638,3,66000,387130000C,(04)23289100,(04)25368667
5788,2023,03,15,17,42,臺中市,烏日區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,12,42,2,9,1,1,C03,7,15,1,10,2,12,"  ",42,42,1,21,8,C03,120.643668,24.083098,2,66000,387130000C,(04)23289100,(04)25368667
5789,2023,03,15,17,45,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,3,"  ",C03,120.5674,24.204112,3,66000,387130000C,(04)23289100,(04)25368667
5790,2023,03,15,17,45,臺中市,外埔區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,"  ","  ","  ","  ",A12,"  ","  ",1,"  ",2,"  ","  ",44,"   ",1,22,"  ",A12,120.654388,24.345716,3,66000,387130000C,(04)23289100,(04)25368667
5791,2023,03,15,17,50,臺中市,沙鹿區,0,1,0,8,2,5,40,14,8,1,5,4,5,7,4,4,1,4,1,1,18,42,2,9,1,1,C03,7,9,1,10,2,12,"  ",42,42,1,5,5,C03,120.586322,24.250119,2,66000,387130000C,(04)23289100,(04)25368667
5792,2023,03,15,17,56,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,"  ",6,6,1,21,8,B03,120.716813,24.101782,2,66000,387130000C,(04)23289100,(04)25368667
5793,2023,03,15,18,0,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,21,"  ",B03,120.568,24.265502,3,66000,387130000C,(04)23289100,(04)25368667
5794,2023,03,15,18,4,臺中市,西屯區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",6,6,1,22,4,C03,120.65312,24.164309,2,66000,387130000C,(04)23289100,(04)25368667
5795,2023,03,15,18,6,臺中市,南區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,17,19,3,10,1,1,B03,7,1,1,8,2,8,"  ",19,19,1,22,8,B03,120.679294,24.123747,2,66000,387130000C,(04)23289100,(04)25368667
5796,2023,03,15,18,6,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,"  ",6,6,1,22,8,B03,120.615878,24.177085,2,66000,387130000C,(04)23289100,(04)25368667
5797,2023,03,15,18,8,臺中市,西屯區,0,0,0,8,,,,,,,,,,,,,,,,,,43,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",43,"   ",1,"  ","  ","   ",120.648046,24.168051,3,66000,387130000C,(04)23289100,(04)25368667
5798,2023,03,15,18,8,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,3,7,4,4,10,5,5,2,9,12,3,10,1,1,B03,7,2,1,8,1,6,"  ",12,12,1,22,8,B03,120.723479,24.244172,2,66000,387130000C,(04)23289100,(04)25368667
