序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
5157,2023,02,15,4,22,臺中市,烏日區,0,2,0,8,3,5,50,14,13,1,5,4,5,7,4,4,1,4,5,1,13,23,2,9,3,4,B12,7,9,1,8,2,5,"  ",23,23,1,21,9,B12,120.620226,24.098425,2,66000,387130000C,(04)23289100,(04)25368667
5158,2023,02,15,6,34,臺中市,大甲區,0,2,0,8,2,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,10,5,2,9,1,1,C03,7,9,1,10,2,11,"  ",5,5,1,21,8,C03,120.622,24.35833,2,66000,387130000C,(04)23289100,(04)25368667
5159,2023,02,15,6,51,臺中市,太平區,0,2,0,8,1,5,50,4,18,1,5,4,5,7,1,1,10,5,5,2,3,15,2,9,1,1,C03,7,5,1,10,2,11,"  ",15,26,1,21,8,C03,120.729792,24.109281,2,66000,387130000C,(04)23289100,(04)25368667
5160,2023,02,15,7,0,臺中市,大里區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,11,1,C03,120.684131,24.095881,2,66000,387130000C,(04)23289100,(04)25368667
5161,2023,02,15,7,0,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,21,"  ",C03,120.634099,24.108047,4,66000,387130000C,(04)23289100,(04)25368667
5162,2023,02,15,7,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",1,"  ","  ",26,"   ",1,21,"  ",B02,120.60252,24.18328,3,66000,387130000C,(04)23289100,(04)25368667
5163,2023,02,15,7,5,臺中市,新社區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",1,"   ",1,19,"  ",B03,120.783767,24.21287,3,66000,387130000C,(04)23289100,(04)25368667
5164,2023,02,15,7,8,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,1,10,2,11,"  ",25,25,1,19,8,C03,120.536977,24.242526,2,66000,387130000C,(04)23289100,(04)25368667
5165,2023,02,15,7,8,臺中市,大安區,0,1,0,8,1,8,80,14,9,1,5,4,5,7,4,4,1,3,5,1,16,7,3,10,1,1,A41,7,8,1,5,2,2,"  ",7,6,1,4,1,A41,120.577291,24.34865,2,66000,387130000C,(04)23289100,(04)25368667
5166,2023,02,15,7,15,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,5,"  ",6,6,1,22,8,B03,120.648373,24.221456,2,66000,387130000C,(04)23289100,(04)25368667
5167,2023,02,15,7,16,臺中市,大里區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,22,9,C03,120.682469,24.092853,2,66000,387130000C,(04)23289100,(04)25368667
5168,2023,02,15,7,17,臺中市,大肚區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,15,19,2,6,3,4,C03,7,1,1,10,2,11,"  ",19,19,1,22,9,C03,120.574662,24.170994,2,66000,387130000C,(04)23289100,(04)25368667
5169,2023,02,15,7,18,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,2,7,1,4,C03,7,9,1,10,1,11,"  ",23,23,1,22,8,C03,120.635349,24.169426,2,66000,387130000C,(04)23289100,(04)25368667
5170,2023,02,15,7,20,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,18,43,2,9,1,1,C03,7,6,1,10,2,12,"  ",43,43,1,20,8,C03,120.660719,24.159448,2,66000,387130000C,(04)23289100,(04)25368667
5171,2023,02,15,7,20,臺中市,沙鹿區,0,0,0,8,,,60,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,9,"  ",B03,120.586322,24.250119,3,66000,387130000C,(04)23289100,(04)25368667
5172,2023,02,15,7,25,臺中市,北屯區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,21,8,C03,120.685601,24.190498,2,66000,387130000C,(04)23289100,(04)25368667
5173,2023,02,15,7,26,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,10,2,9,2,1,F01,7,11,8,20,2,16,"  ",10,10,1,16,2,F01,120.683655,24.10734,2,66000,387130000C,(04)23289100,(04)25368667
5174,2023,02,15,7,29,臺中市,北屯區,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,4,8,C03,120.6705,24.1747,2,66000,387130000C,(04)23289100,(04)25368667
5175,2023,02,15,7,30,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,4,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,22,9,B03,120.650544,24.211163,2,66000,387130000C,(04)23289100,(04)25368667
5176,2023,02,15,7,30,臺中市,大雅區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,4,1,16,7,3,10,1,1,B03,7,8,1,8,2,2,"  ",7,7,1,22,9,B03,120.64724,24.221943,2,66000,387130000C,(04)23289100,(04)25368667
5177,2023,02,15,7,30,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,14,3,10,3,4,B03,7,9,1,8,2,7,"  ",14,14,1,21,8,B03,120.68375,24.140064,2,66000,387130000C,(04)23289100,(04)25368667
5178,2023,02,15,7,30,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",A42,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,21,"  ",A42,120.61727,24.110145,3,66000,387130000C,(04)23289100,(04)25368667
5179,2023,02,15,7,31,臺中市,太平區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,1,1,5,3,5,1,12,42,2,9,1,1,C03,7,6,1,10,2,14,"  ",23,42,1,21,8,C03,120.725257,24.144516,2,66000,387130000C,(04)23289100,(04)25368667
5180,2023,02,15,7,33,臺中市,豐原區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,4,3,4,2,13,23,2,1,1,1,C03,7,9,1,10,2,11,"  ",23,16,1,22,8,C03,120.712671,24.250819,2,66000,387130000C,(04)23289100,(04)25368667
5181,2023,02,15,7,34,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",11,"  ","  ",23,"   ",1,21,"  ",B03,120.713634,24.173465,3,66000,387130000C,(04)23289100,(04)25368667
5182,2023,02,15,7,38,臺中市,大肚區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,8,2,7,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,21,8,C03,120.566731,24.123171,2,66000,387130000C,(04)23289100,(04)25368667
5183,2023,02,15,7,38,臺中市,大肚區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,11,5,2,7,1,1,F03,7,9,8,20,2,16,"  ",5,5,1,21,8,F03,120.585788,24.115362,2,66000,387130000C,(04)23289100,(04)25368667
5184,2023,02,15,7,43,臺中市,大里區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,3,1,5,5,5,1,13,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",B03,120.666142,24.11222,3,66000,387130000C,(04)23289100,(04)25368667
5185,2023,02,15,7,45,臺中市,梧棲區,0,0,0,8,,,70,,,,,,,,,,,,,,,18,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",1,"  ","  ",18,"   ",1,5,"  ",B12,120.555795,24.251236,4,66000,387130000C,(04)23289100,(04)25368667
5186,2023,02,15,7,47,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,9,2,8,3,4,C03,7,6,1,9,2,14,"  ",9,9,1,22,8,C03,120.620195,24.187171,2,66000,387130000C,(04)23289100,(04)25368667
5187,2023,02,15,7,47,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",16,16,1,5,"  ",B03,120.690168,24.114496,3,66000,387130000C,(04)23289100,(04)25368667
5188,2023,02,15,7,48,臺中市,后里區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,3,18,2,5,"  ",6,6,1,21,1,B03,120.725291,24.307856,2,66000,387130000C,(04)23289100,(04)25368667
5189,2023,02,15,7,49,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,43,2,9,1,1,C03,7,9,1,10,2,14,"  ",43,43,1,5,1,C03,120.657058,24.151427,2,66000,387130000C,(04)23289100,(04)25368667
5190,2023,02,15,7,50,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",B02,120.647426,24.221463,3,66000,387130000C,(04)23289100,(04)25368667
5191,2023,02,15,7,50,臺中市,南區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,10,23,3,10,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,22,8,C03,120.648716,24.113419,2,66000,387130000C,(04)23289100,(04)25368667
5192,2023,02,15,7,50,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,23,1,22,8,C03,120.609942,24.140964,2,66000,387130000C,(04)23289100,(04)25368667
5193,2023,02,15,7,51,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",B03,120.656621,24.124601,3,66000,387130000C,(04)23289100,(04)25368667
5194,2023,02,15,7,51,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,1,16,26,2,9,1,1,C03,7,9,1,10,2,14,"  ",26,26,1,4,1,C03,120.59297,24.37679,2,66000,387130000C,(04)23289100,(04)25368667
5195,2023,02,15,7,53,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",B03,120.621235,24.113123,3,66000,387130000C,(04)23289100,(04)25368667
5196,2023,02,15,7,53,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,3,10,1,1,C03,7,9,1,10,2,13,"  ",23,23,1,21,8,C03,120.683436,24.172401,2,66000,387130000C,(04)23289100,(04)25368667
5197,2023,02,15,7,54,臺中市,石岡區,0,1,0,8,1,5,70,14,8,1,5,4,5,7,4,4,1,4,5,1,13,23,2,9,1,1,B12,7,9,1,6,2,1,"  ",23,23,1,10,4,B12,120.772781,24.275071,2,66000,387130000C,(04)23289100,(04)25368667
5198,2023,02,15,7,55,臺中市,南屯區,0,0,0,,,,30,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",11,"  ","  ",43,"   ",1,22,"  ",B03,120.6243,24.112941,4,66000,387130000C,(04)23289100,(04)25368667
5199,2023,02,15,7,55,臺中市,大里區,0,2,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,4,5,1,17,7,3,10,1,1,B03,7,8,1,8,2,2,"  ",7,7,1,22,9,B03,120.69528,24.109176,2,66000,387130000C,(04)23289100,(04)25368667
5200,2023,02,15,7,56,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,1,5,5,2,17,6,3,10,3,4,B01,7,6,1,4,2,7,"  ",6,6,1,22,9,B01,120.57385,24.185749,2,66000,387130000C,(04)23289100,(04)25368667
5201,2023,02,15,7,59,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,22,"  ",C03,120.717896,24.197061,3,66000,387130000C,(04)23289100,(04)25368667
5202,2023,02,15,7,59,臺中市,霧峰區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,3,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,10,5,C03,120.677037,24.064412,2,66000,387130000C,(04)23289100,(04)25368667
5203,2023,02,15,8,2,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,22,8,C03,120.609883,24.140483,2,66000,387130000C,(04)23289100,(04)25368667
5204,2023,02,15,8,2,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,4,"  ",6,6,1,22,8,B03,120.648186,24.196918,2,66000,387130000C,(04)23289100,(04)25368667
5205,2023,02,15,8,3,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,18,42,2,9,1,1,C03,7,5,1,10,2,14,"  ",42,42,1,22,8,C03,120.685395,24.152786,2,66000,387130000C,(04)23289100,(04)25368667
5206,2023,02,15,8,3,臺中市,龍井區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,3,4,B12,7,9,1,7,2,8,"  ",6,6,1,9,8,B12,120.546035,24.201746,2,66000,387130000C,(04)23289100,(04)25368667
5207,2023,02,15,8,4,臺中市,南屯區,0,2,0,7,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,12,8,2,9,3,4,C03,7,5,1,10,2,14,"  ",8,8,1,4,9,C03,120.611988,24.140284,2,66000,387130000C,(04)23289100,(04)25368667
5208,2023,02,15,8,4,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,3,"  ",B03,120.519855,24.238149,3,66000,387130000C,(04)23289100,(04)25368667
5209,2023,02,15,8,5,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",B03,120.633633,24.136858,3,66000,387130000C,(04)23289100,(04)25368667
5210,2023,02,15,8,5,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,21,"  ",B03,120.747583,24.195849,3,66000,387130000C,(04)23289100,(04)25368667
5211,2023,02,15,8,7,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B03,7,5,1,6,2,5,"  ",8,8,1,5,1,B03,120.558469,24.256806,2,66000,387130000C,(04)23289100,(04)25368667
5212,2023,02,15,8,11,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.62673,24.180228,3,66000,387130000C,(04)23289100,(04)25368667
5213,2023,02,15,8,12,臺中市,太平區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,21,"  ",B03,120.722784,24.103844,3,66000,387130000C,(04)23289100,(04)25368667
5214,2023,02,15,8,13,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",8,"   ",1,22,"  ",C03,120.646236,24.184424,3,66000,387130000C,(04)23289100,(04)25368667
5215,2023,02,15,8,15,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",11,"  ","  ",26,"   ",1,21,"  ",B02,120.683468,24.134922,3,66000,387130000C,(04)23289100,(04)25368667
5216,2023,02,15,8,15,臺中市,大甲區,0,0,0,,,,40,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",C03,"  ","  ",4,"  ",2,"  ","  ",25,25,1,22,"  ",C03,120.621533,24.347757,3,66000,387130000C,(04)23289100,(04)25368667
5217,2023,02,15,8,17,臺中市,潭子區,0,2,0,7,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,7,1,1,C03,7,9,1,10,2,11,"  ",44,25,1,21,8,C03,120.707489,24.224686,2,66000,387130000C,(04)23289100,(04)25368667
5218,2023,02,15,8,17,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,23,1,4,"  ",B03,120.537055,24.251202,3,66000,387130000C,(04)23289100,(04)25368667
5219,2023,02,15,8,18,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",6,"   ",1,22,"  ",C03,120.649611,24.227719,3,66000,387130000C,(04)23289100,(04)25368667
5220,2023,02,15,8,19,臺中市,豐原區,0,1,0,8,1,5,30,14,7,1,5,4,5,7,3,1,4,5,4,2,17,6,2,8,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,16,1,C03,120.71823,24.254638,2,66000,387130000C,(04)23289100,(04)25368667
5221,2023,02,15,8,20,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,20,8,C03,120.669,24.144703,2,66000,387130000C,(04)23289100,(04)25368667
5222,2023,02,15,8,21,臺中市,南屯區,0,1,0,8,1,5,40,11,11,1,5,4,5,7,4,4,10,5,5,2,18,13,2,9,1,1,C03,7,6,1,10,2,14,"  ",13,13,1,22,8,C03,120.601968,24.159674,2,66000,387130000C,(04)23289100,(04)25368667
5223,2023,02,15,8,21,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,"  ",6,6,1,11,1,B03,120.533596,24.243237,2,66000,387130000C,(04)23289100,(04)25368667
5224,2023,02,15,8,23,臺中市,大肚區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,7,"  ",12,12,1,21,8,B03,120.576294,24.110809,2,66000,387130000C,(04)23289100,(04)25368667
5225,2023,02,15,8,25,臺中市,烏日區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",6,6,1,21,8,C03,120.621921,24.102574,2,66000,387130000C,(04)23289100,(04)25368667
5226,2023,02,15,8,29,臺中市,西區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,13,23,3,10,3,4,B03,7,9,1,8,1,1,"  ",23,23,1,21,8,B03,120.658814,24.136594,2,66000,387130000C,(04)23289100,(04)25368667
5227,2023,02,15,8,30,臺中市,南區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,23,1,21,8,C03,120.667326,24.12829,2,66000,387130000C,(04)23289100,(04)25368667
5228,2023,02,15,8,33,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,22,"  ",B03,120.720227,24.236722,3,66000,387130000C,(04)23289100,(04)25368667
5229,2023,02,15,8,38,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,5,"  ",10,10,1,21,8,B03,120.727881,24.155683,2,66000,387130000C,(04)23289100,(04)25368667
5230,2023,02,15,8,39,臺中市,北屯區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,1,"  ",6,6,1,21,8,B03,120.664933,24.184323,2,66000,387130000C,(04)23289100,(04)25368667
5231,2023,02,15,8,39,臺中市,大里區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,5,1,C03,120.660096,24.101006,2,66000,387130000C,(04)23289100,(04)25368667
5232,2023,02,15,8,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",B12,120.662541,24.191891,3,66000,387130000C,(04)23289100,(04)25368667
5233,2023,02,15,8,41,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",11,"  ","  ",23,19,1,22,"  ",C03,120.634265,24.144416,3,66000,387130000C,(04)23289100,(04)25368667
5234,2023,02,15,8,42,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,4,"  ",B03,120.635191,24.187668,3,66000,387130000C,(04)23289100,(04)25368667
5235,2023,02,15,8,45,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,22,"  ",B03,120.612431,24.159868,3,66000,387130000C,(04)23289100,(04)25368667
5236,2023,02,15,8,46,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,21,"  ",B12,120.658041,24.117042,3,66000,387130000C,(04)23289100,(04)25368667
5237,2023,02,15,8,46,臺中市,神岡區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,17,6,3,10,1,4,B03,7,5,1,8,2,8,"  ",6,6,1,22,9,B03,120.691916,24.260173,2,66000,387130000C,(04)23289100,(04)25368667
5238,2023,02,15,8,50,臺中市,南區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,C03,7,9,1,10,3,11,"  ",6,6,1,22,8,C03,120.678418,24.12533,2,66000,387130000C,(04)23289100,(04)25368667
5239,2023,02,15,8,50,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,18,"  ",C03,120.579314,24.223824,3,66000,387130000C,(04)23289100,(04)25368667
5240,2023,02,15,8,52,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,21,"  ",B03,120.718415,24.174204,3,66000,387130000C,(04)23289100,(04)25368667
5241,2023,02,15,8,59,臺中市,西屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.650869,24.202534,3,66000,387130000C,(04)23289100,(04)25368667
5242,2023,02,15,9,0,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,16,26,3,10,1,1,B03,7,11,1,8,11,5,"  ",26,26,1,22,8,B03,120.707115,24.129138,2,66000,387130000C,(04)23289100,(04)25368667
5243,2023,02,15,9,0,臺中市,后里區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,14,12,3,10,1,1,B12,7,2,1,8,1,6,"  ",12,12,1,4,8,B12,120.658883,24.304294,3,66000,387130000C,(04)23289100,(04)25368667
5244,2023,02,15,9,1,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",7,"   ",1,21,"  ",C03,120.680973,24.162492,3,66000,387130000C,(04)23289100,(04)25368667
5245,2023,02,15,9,3,臺中市,西區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,1,11,"  ",23,23,1,4,1,C03,120.664156,24.13515,2,66000,387130000C,(04)23289100,(04)25368667
5246,2023,02,15,9,3,臺中市,霧峰區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,5,4,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,"  ",6,6,1,22,9,B03,120.692828,24.058482,2,66000,387130000C,(04)23289100,(04)25368667
5247,2023,02,15,9,4,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,1,3,10,1,1,C03,7,9,3,18,2,14,"  ",1,1,1,5,5,C03,120.661797,24.154414,2,66000,387130000C,(04)23289100,(04)25368667
5248,2023,02,15,9,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,"  ","  ","  ","  ",B02,"  ","  ",1,"  ",2,"  ","  ",7,"   ",1,21,"  ",B02,120.656638,24.200606,3,66000,387130000C,(04)23289100,(04)25368667
5249,2023,02,15,9,7,臺中市,大里區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,2,9,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,22,9,C03,120.665656,24.110953,2,66000,387130000C,(04)23289100,(04)25368667
5250,2023,02,15,9,10,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,1,"  ",19,19,1,20,8,B03,120.673667,24.136414,2,66000,387130000C,(04)23289100,(04)25368667
5251,2023,02,15,9,10,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,22,"  ",C03,120.575436,24.269143,4,66000,387130000C,(04)23289100,(04)25368667
5252,2023,02,15,9,10,臺中市,東勢區,0,0,0,8,,,40,,,,,,,,,,,,,,,5,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",5,"   ",1,9,"  ",B03,120.839709,24.202157,3,66000,387130000C,(04)23289100,(04)25368667
