序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
7708,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,10,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,84,,,,,B12,,,1,,1,,,84,,1,13,4,B12,120.656379,24.171823,3
7709,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,12,臺中市,東區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,59,3,10,3,1,B03,7,6,1,7,9,5,,59,59,2,6,4,B03,120.690525,24.147072,3
7710,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,20,臺中市,新社區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,4,4,4,1,5,1,16,20,3,10,3,1,B12,7,9,1,8,2,1,,20,20,1,13,4,B12,120.808567,24.233926,2
7711,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,21,臺中市,神岡區,0,0,0,7,,,60,,,,,,,,,,,,,,12,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.709273,24.259569,3
7712,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,22,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,9,4,5,1,12,76,3,10,3,1,B03,7,13,1,8,2,5,,76,76,1,12,4,B03,120.702583,24.087482,2
7713,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,23,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,56,,,,,B03,,,1,,1,,,56,,1,13,4,B03,120.638392,24.168164,3
7714,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,30,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.616891,24.188607,3
7715,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,30,臺中市,神岡區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,17,20,2,9,5,4,C03,7,6,1,10,2,12,,20,20,1,13,4,C03,120.711992,24.257511,2
7716,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,32,臺中市,外埔區,0,0,0,7,3,6,50,11,14,1,5,4,6,6,4,4,5,5,5,1,30,87,,,,,B03,,,1,,1,,,87,,1,6,4,B03,120.634717,24.340982,3
7717,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,33,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.643643,24.165818,3
7718,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,38,臺中市,東勢區,0,1,0,7,2,6,60,3,2,1,5,4,6,6,1,1,1,1,4,1,16,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.836998,24.221574,2
7719,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,45,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,11,87,,,,,A12,,,1,,1,,,87,,1,13,4,A12,120.655692,24.199739,3
7720,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,47,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,86,,,,,,,,,,,,,86,,1,,,,120.67035,24.145893,3
7721,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,48,臺中市,東區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,9,5,4,2,18,84,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,C03,120.705699,24.13803,2
7722,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,9,59,臺中市,南屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,3,4,5,2,17,84,2,9,2,4,C03,7,9,1,10,2,15,,84,84,1,13,4,C03,120.625848,24.148104,2
7723,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,0,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,9,86,,,,,B03,,,,,,,,86,,1,13,4,B03,120.644915,24.226578,3
7724,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,0,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,9,,,84,,1,13,4,B03,120.673381,24.163079,3
7725,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,6,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,16,35,,,,,B03,,,1,,2,,,35,,1,12,4,B03,120.712303,24.125998,3
7726,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,10,臺中市,南區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,84,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,C03,120.667992,24.122508,2
7727,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,12,臺中市,大里區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,3,4,4,1,16,12,3,10,1,1,C03,7,9,1,10,2,12,,6,12,1,13,4,C03,120.691959,24.091585,2
7728,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,14,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,11,8,,,,,B03,,,1,,11,,,8,8,2,12,4,B03,120.66469,24.2672,3
7729,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,18,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,8,2,,,84,84,1,12,4,B03,120.665711,24.114017,3
7730,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,20,臺中市,烏日區,0,0,0,7,1,6,50,4,2,1,5,4,6,6,1,1,1,4,4,1,12,8,,,,,B12,,,1,,2,,,8,,2,12,4,B12,120.641582,24.109037,3
7731,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,21,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,5,1,B03,7,6,1,8,2,2,,11,11,1,13,4,B03,120.629336,24.183726,2
7732,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,22,臺中市,烏日區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,1,1,9,5,5,2,14,49,,,,,B12,,,1,,2,,,49,,1,12,4,B12,120.644234,24.088474,3
7733,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,25,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,78,,,,,B03,,,1,8,1,,,78,78,1,12,4,B03,120.620761,24.145181,3
7734,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,26,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,9,51,,,,,B03,,,1,,2,,,51,,1,13,4,B03,120.664089,24.162445,3
7735,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,27,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,12,3,10,3,1,B03,7,9,1,8,2,1,,12,12,1,6,4,B03,120.642171,24.15986,2
7736,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,28,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,3,1,5,5,5,2,16,84,3,10,3,1,B03,7,6,1,8,2,4,,84,84,1,12,4,B03,120.697346,24.158396,2
7737,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,29,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.638278,24.159295,3
7738,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,38,臺中市,南區,0,0,0,7,2,6,50,4,4,1,5,4,6,6,1,1,10,5,5,2,13,7,3,10,2,1,C03,7,9,1,10,2,11,,7,7,1,5,4,C03,120.654167,24.116536,3
7739,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,39,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.717908,24.254133,3
7740,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,42,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,9,85,,,,,A12,,,1,,9,,,85,,1,13,4,A12,120.572254,24.232555,3
7741,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,44,臺中市,神岡區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,17,20,3,10,5,4,B12,7,6,1,8,2,7,,20,20,1,13,4,B12,120.685172,24.24431,2
7742,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,45,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.703512,24.164689,3
7743,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,46,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,12,4,B03,120.636391,24.234823,3
7744,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,47,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,76,,,,,B11,,,1,,2,,,76,,1,12,4,B11,120.720573,24.133839,3
7745,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,10,50,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,12,3,10,3,1,B03,7,9,1,8,2,1,,12,12,1,6,4,B03,120.699968,24.186539,2
7746,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,0,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B02,,,1,,2,,,49,,1,6,4,B02,120.721502,24.119897,3
7747,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,5,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.631898,24.153447,3
7748,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,5,臺中市,梧棲區,0,1,0,7,2,6,70,3,2,1,5,4,6,6,3,1,1,4,1,1,16,38,3,10,3,1,B03,7,5,1,8,2,2,,38,38,1,6,4,B03,120.53461,24.25038,2
7749,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,9,臺中市,北區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,59,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,B03,120.684666,24.159065,4
7750,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,12,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,7,2,9,2,1,C02,7,9,1,9,2,11,,7,7,1,12,4,C02,120.690992,24.171442,2
7751,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,19,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,,1,12,4,B03,120.656951,24.217343,3
7752,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,25,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,86,,,,,,,,,,,,,86,,1,,,,120.657171,24.153123,3
7753,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,26,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.72098,24.253744,3
7754,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,30,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,20,2,9,5,4,C03,7,9,1,10,2,14,,6,20,1,13,4,C03,120.644251,24.194815,2
7755,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,32,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,14,,1,12,4,B03,120.67085,24.145281,3
7756,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,33,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,17,58,,,,,B03,,,1,,2,,,58,,1,12,4,B03,120.708055,24.227679,3
7757,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.61978,24.180941,3
7758,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,34,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.581325,24.174674,3
7759,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,37,臺中市,石岡區,0,1,0,7,3,9,25,13,13,1,5,4,6,6,4,4,5,4,5,1,18,84,2,9,4,1,F01,7,9,7,21,2,12,,84,84,1,13,4,F01,120.768609,24.278821,2
7760,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,40,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B11,,,1,,1,,,84,,1,12,4,B11,120.661502,24.132482,3
7761,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,59,,,,,B12,,,1,8,2,,,59,59,1,12,4,B12,120.707224,24.196642,3
7762,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,42,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,3,4,5,2,16,47,3,10,3,4,B03,7,5,1,8,2,2,,47,47,1,13,4,B03,120.642318,24.141008,2
7763,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,42,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,35,84,,,,,B03,,,1,,2,,,84,,1,10,4,B03,120.844913,24.134251,3
7764,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,44,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,6,4,B03,120.706012,24.243607,3
7765,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,47,臺中市,大雅區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,4,1,15,85,2,9,1,1,C03,7,9,1,10,2,11,,85,85,1,12,4,C03,120.649737,24.223057,2
7766,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,50,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,16,7,2,9,5,4,C03,7,6,1,10,2,11,,7,7,1,12,4,C03,120.636702,24.149499,2
7767,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,52,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,13,4,B03,120.639626,24.170357,3
7768,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,11,55,臺中市,清水區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,36,2,8,1,1,C03,7,6,1,10,2,14,,36,36,1,6,4,C03,120.572266,24.275466,2
7769,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,4,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,13,4,B12,120.701979,24.211709,3
7770,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,5,臺中市,沙鹿區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,2,,,49,,1,6,4,B12,120.567152,24.197992,3
7771,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,8,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.662143,24.140249,3
7772,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,9,臺中市,大里區,0,2,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,20,2,9,1,1,C03,7,5,3,19,2,14,,20,20,1,6,4,C03,120.695602,24.091004,2
7773,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,13,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,6,4,B03,120.558305,24.272315,3
7774,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,15,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,7,,,,,B12,,,1,,1,,,7,,1,13,4,B12,120.644156,24.155684,3
7775,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,17,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,59,3,10,5,4,B03,7,6,1,8,2,5,,59,59,1,12,4,B03,120.666442,24.161603,2
7776,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,22,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.712128,24.149957,3
7777,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,23,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,,116,,,,,,,,,,,,,116,,1,,,,120.705778,24.042914,3
7778,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,26,臺中市,大里區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,3,4,4,1,12,8,2,9,2,1,C03,7,9,1,10,2,15,,8,8,1,13,4,C03,120.696968,24.084211,2
7779,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,27,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,1,,,49,,1,6,4,B12,120.636775,24.158261,3
7780,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,39,臺中市,南屯區,0,3,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,2,5,2,12,42,2,9,5,4,C03,7,7,1,10,2,12,,42,42,1,13,4,C03,120.653024,24.135694,2
7781,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,40,臺中市,南區,0,1,0,7,3,6,50,13,24,1,5,3,6,6,4,4,10,4,4,2,17,84,3,10,3,1,B03,7,1,1,8,2,6,,84,84,1,13,4,B03,120.666391,24.116793,2
7782,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,40,臺中市,石岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,,1,13,4,B03,120.779666,24.275477,3
7783,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,43,臺中市,南區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B03,,,1,8,2,,,49,49,1,12,4,B03,120.678919,24.12888,3
7784,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,52,臺中市,豐原區,0,2,0,7,3,6,50,13,7,1,5,4,6,6,1,1,1,4,4,1,17,7,2,9,5,1,C03,7,9,3,19,2,13,,87,7,1,13,4,C03,120.746876,24.266122,2
7785,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,54,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,51,,,,,B03,,,1,,1,,,51,51,1,13,4,B03,120.636767,24.152978,3
7786,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,55,臺中市,大肚區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,16,14,3,10,2,1,C03,7,6,1,10,2,14,,14,14,1,6,4,C03,120.558004,24.121454,2
7787,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,58,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,49,,,,,A12,,,1,,2,,,49,,1,12,4,A12,120.61431,24.216334,3
7788,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,12,59,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,17,20,3,10,3,1,B03,7,5,1,8,2,6,,20,20,1,13,4,B03,120.651349,24.148825,2
7789,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,0,臺中市,后里區,0,2,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,18,59,2,9,2,1,C03,7,9,1,10,2,14,,59,59,1,12,4,C03,120.715842,24.307815,2
7790,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,6,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.680976,24.163174,3
7791,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,9,臺中市,北屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,12,84,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,C03,120.665731,24.182336,2
7792,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,11,臺中市,大里區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,14,3,10,1,1,C03,7,6,3,19,2,11,,14,14,1,13,4,C03,120.688845,24.109001,2
7793,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,12,臺中市,北屯區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,15,21,2,9,1,1,C03,7,9,3,19,2,11,,21,21,1,12,4,C03,120.6763,24.174398,2
7794,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,12,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,4,2,10,51,3,10,3,1,A12,7,1,1,7,2,1,,51,51,1,6,4,A12,120.66324,24.096742,2
7795,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,15,臺中市,北區,0,1,0,7,3,6,50,13,7,1,5,4,6,6,4,4,3,4,5,2,17,8,2,9,1,1,C03,7,8,1,10,2,14,,8,8,1,13,4,C03,120.684855,24.159942,2
7796,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,16,臺中市,東區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,5,4,2,15,12,2,9,1,1,C03,7,9,1,10,2,14,,12,12,1,12,2,C03,120.706003,24.141046,2
7797,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,18,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,11,41,,,,,B03,,,1,,2,,,41,,1,12,4,B03,120.699746,24.199172,3
7798,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,18,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,59,,,,,B12,,,1,,2,,,59,,1,12,4,B12,120.656211,24.228072,3
7799,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,23,臺中市,太平區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,49,3,10,3,1,B11,7,2,1,4,2,3,,49,49,1,12,4,B11,120.734387,24.146211,2
7800,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,23,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,A11,,,1,,2,,,7,,1,12,4,A11,120.569049,24.202482,3
7801,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,24,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,B02,,,1,8,1,,,84,84,1,12,4,B02,120.733751,24.159973,3
7802,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,29,臺中市,石岡區,0,0,0,7,,,70,,,,,,,,,,,,,,,7,,,,,B12,,,1,,2,,,7,,1,13,4,B12,120.801705,24.268467,3
7803,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,32,臺中市,大肚區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.54623,24.158745,3
7804,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,34,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,6,4,B03,120.683834,24.19682,3
7805,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,35,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,1,,,,,B03,,,1,,2,,,1,,1,12,4,B03,120.671668,24.150894,3
7806,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,35,臺中市,大里區,0,0,0,7,,,,,,,,,,,,,,,,,30,119,,,,,,,,,,,,,119,,1,,,,120.685406,24.110052,3
7807,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,35,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,4,2,12,8,2,9,6,1,F01,7,9,7,21,3,12,,8,8,1,13,4,F01,120.729763,24.243619,2
7808,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,40,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,9,50,,,,,B12,,,1,,2,,,50,,1,6,4,B12,120.538354,24.247786,3
7809,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,41,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,51,2,7,1,1,C03,7,1,1,10,2,14,,51,51,1,13,4,C03,120.67051,24.155741,2
7810,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,43,臺中市,豐原區,0,0,0,7,,,40,,,,,,,,,,,,,,,49,,,,,B03,,,1,,2,,,49,49,1,12,4,B03,120.731933,24.254072,3
7811,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,44,臺中市,后里區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,9,5,5,1,13,84,3,10,3,1,B03,7,9,1,8,2,1,,84,84,1,12,4,B03,120.710503,24.304948,2
7812,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,47,臺中市,西屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,23,3,10,3,4,B03,7,6,1,8,2,5,,23,23,1,13,4,B03,120.593044,24.183185,2
7813,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,53,臺中市,北屯區,0,1,0,7,2,6,40,13,17,1,5,4,6,6,4,4,1,5,5,1,13,53,3,10,3,1,B12,7,9,5,8,5,1,,53,53,1,12,4,B12,120.689005,24.201204,2
7814,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,13,55,臺中市,東區,0,0,0,7,,,40,,,,,,,,,,,,,,14,82,,,,,B03,,,1,,2,,,82,,1,12,4,B03,120.694584,24.143575,3
7815,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,1,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,16,20,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,12,4,B03,120.689838,24.182401,2
7816,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,2,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,3,,,7,,1,12,4,B03,120.629184,24.241754,3
