序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
7662,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,28,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.702429,24.164764,3
7663,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,30,臺中市,太平區,0,2,0,7,3,6,50,3,9,1,5,4,6,6,1,1,10,5,5,2,16,84,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,2,C03,120.7071,24.129128,2
7664,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,34,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,40,,,,,B03,,,3,10,1,,,40,40,1,12,4,B03,120.719424,24.175846,3
7665,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,37,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,84,,,,,A21,,,1,,2,,,84,,1,6,4,A21,120.616663,24.153682,3
7666,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,39,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,25,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.693623,24.164336,3
7667,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,41,臺中市,大里區,0,0,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,4,5,2,17,59,,,,,C03,,,1,,2,,,59,,1,13,4,C03,120.688207,24.086926,4
7668,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,41,臺中市,霧峰區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,3,1,10,5,5,2,15,24,3,10,3,1,B12,7,9,1,8,2,8,,24,24,1,12,4,B12,120.66963,24.061525,2
7669,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,49,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,18,50,2,8,2,1,C01,7,3,1,9,2,16,,50,50,1,12,4,C01,120.660181,24.149034,2
7670,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,49,臺中市,豐原區,0,3,0,7,3,6,50,13,7,1,5,4,6,6,4,4,9,5,4,2,13,7,2,9,1,1,C03,7,9,2,19,2,11,,7,7,1,13,4,C03,120.698688,24.245635,2
7671,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,51,臺中市,潭子區,0,3,0,7,3,6,60,13,8,1,5,4,6,6,4,4,3,4,4,1,12,40,2,9,1,1,C03,7,7,1,10,2,13,,40,40,1,13,4,C03,120.705195,24.208943,2
7672,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,51,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.702764,24.088423,3
7673,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,52,臺中市,大里區,0,0,0,7,2,6,40,5,2,1,5,4,6,6,1,1,5,5,5,1,13,57,,,,,B03,,,1,,2,,,57,,1,13,4,B03,120.696601,24.111,3
7674,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,55,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,8,51,,,,,C03,,,1,,2,,,58,51,1,12,4,C03,120.712092,24.154182,3
7675,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,58,臺中市,西區,0,0,0,7,,,30,,,,,,,,,,,,,,,93,,,,,C03,,,7,,10,,,93,,1,6,4,C03,120.666409,24.148117,3
7676,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,16,58,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,17,58,,,,,B03,,,1,,1,,,58,,1,6,4,B03,120.696316,24.248833,3
7677,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,0,臺中市,北屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,17,85,3,10,2,1,C03,7,15,1,10,2,12,,85,85,1,12,4,C03,120.72272,24.17233,2
7678,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,1,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.657569,24.142494,3
7679,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,7,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,65,2,9,2,1,C03,7,9,1,10,2,11,,87,65,1,13,4,C03,120.68497,24.167039,2
7680,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,16,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.666736,24.141067,3
7681,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,26,臺中市,北屯區,0,4,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,59,2,9,5,4,B03,7,9,1,8,2,1,,59,59,1,12,4,B03,120.688493,24.181908,2
7682,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,26,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,17,39,,,,,B03,,,1,,2,,,39,39,1,12,4,B03,120.583438,24.180243,3
7683,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,29,臺中市,太平區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,84,2,9,1,1,C03,7,6,1,10,2,12,,84,84,1,12,4,C03,120.707713,24.148576,2
7684,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,31,臺中市,西屯區,0,1,0,7,2,6,40,13,8,2,5,4,6,6,4,4,1,4,1,2,13,7,2,8,5,4,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.651849,24.161168,2
7685,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,43,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,12,35,,,,,B03,,,1,,2,,,35,,1,13,4,B03,120.685595,24.174672,3
7686,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,43,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,1,,,59,,1,12,4,B03,120.65778,24.196547,3
7687,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,47,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.646298,24.18042,3
7688,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,50,臺中市,潭子區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,5,5,5,2,15,12,2,7,1,1,C03,7,9,3,19,9,11,,6,6,1,13,4,C03,120.701752,24.188282,2
7689,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,50,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,17,8,,,,,B03,,,1,,1,,,8,,1,13,4,B03,120.68622,24.153743,3
7690,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,17,53,臺中市,大里區,0,0,0,7,,,80,,,,,,,,,,,,,,20,59,,,,,B02,,,1,,2,,,59,,1,13,4,B02,120.690704,24.098029,3
7691,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,0,臺中市,北屯區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,18,84,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,C03,120.695073,24.185303,2
7692,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,2,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,39,,,,,A11,,,1,,1,,,39,,1,12,4,A11,120.622643,24.150214,3
7693,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,6,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,13,84,,,,,C03,,,1,,1,,,84,,1,12,4,C03,120.657846,24.157902,3
7694,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,10,臺中市,南區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,84,2,1,5,4,B12,7,15,1,6,2,6,,84,84,1,13,4,B12,120.684243,24.126375,2
7695,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,14,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.583063,24.249793,3
7696,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,22,臺中市,大肚區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,20,3,10,3,1,B03,7,9,1,8,2,2,,20,20,1,12,4,B03,120.546742,24.138798,2
7697,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,23,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.701955,24.143298,3
7698,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,24,臺中市,梧棲區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,1,1,2,5,4,1,17,59,2,9,3,1,B12,7,21,1,8,2,8,,59,59,1,6,4,B12,120.520843,24.227678,2
7699,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,27,臺中市,西區,0,0,0,7,1,6,50,5,2,1,5,4,6,6,1,1,3,4,3,2,13,56,,,,,B03,,,1,,1,,,56,,1,13,4,B03,120.669678,24.150839,3
7700,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,28,臺中市,南區,0,1,0,7,3,6,50,4,2,5,5,4,6,5,1,1,10,5,5,2,17,84,2,7,5,4,F01,7,9,7,21,2,11,,84,84,1,13,4,F01,120.656963,24.117158,2
7701,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,30,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,30,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,12,4,C03,120.715494,24.178223,2
7702,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,31,臺中市,西屯區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,5,4,5,2,16,47,3,10,3,1,B03,7,5,1,8,2,5,,47,47,1,12,4,B03,120.665366,24.166799,2
7703,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,33,臺中市,大里區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,2,1,1,5,5,1,16,59,2,9,1,1,C03,7,9,1,10,2,14,,59,59,1,6,4,C03,120.67187,24.108124,2
7704,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,35,臺中市,西屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,17,20,3,10,5,4,B03,7,5,1,8,2,2,,20,20,1,13,4,B03,120.63569,24.171217,2
7705,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,35,臺中市,清水區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,3,1,5,5,5,1,16,14,2,9,1,1,C03,7,5,1,10,2,12,,14,14,1,12,4,C03,120.56985,24.269177,2
7706,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,37,臺中市,北區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,5,4,2,28,87,2,9,1,1,C03,7,9,6,20,2,11,,87,87,1,12,4,C03,120.688604,24.158984,2
7707,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,39,臺中市,西屯區,0,0,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,3,5,2,17,84,3,10,3,1,B03,7,10,1,8,5,5,,84,84,1,13,4,B03,120.652502,24.158891,3
7708,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,42,臺中市,梧棲區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,38,3,10,3,1,B03,7,5,1,8,2,2,,38,38,1,6,4,B03,120.528058,24.221999,2
7709,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,44,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,84,3,10,3,1,B03,7,9,1,8,2,1,,84,84,1,13,4,B03,120.667119,24.13216,2
7710,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,44,臺中市,沙鹿區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,59,3,10,3,1,B03,7,1,1,8,2,8,,59,59,1,6,4,B03,120.574791,24.227431,2
7711,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,49,臺中市,西屯區,0,2,0,7,1,6,40,13,8,1,5,4,6,6,4,4,3,4,4,2,16,20,3,10,5,4,B12,7,5,1,8,2,2,,20,20,1,12,4,B12,120.651351,24.208018,2
7712,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,52,臺中市,新社區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,3,5,1,13,84,3,10,3,1,B03,7,9,1,8,2,8,,84,84,1,13,4,B03,120.796054,24.21695,2
7713,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,53,臺中市,大里區,0,1,0,5,1,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,15,12,2,9,2,1,C03,7,9,1,10,2,12,,12,12,1,12,4,C03,120.698702,24.095808,2
7714,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,18,58,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.61625,24.105926,3
7715,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,6,臺中市,烏日區,0,1,0,7,1,6,70,13,7,1,5,4,6,6,2,1,1,3,1,1,13,7,3,10,3,1,A11,7,9,1,2,2,1,,7,7,1,13,4,A11,120.606895,24.10851,2
7716,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,10,臺中市,大里區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,15,3,10,5,4,B03,7,9,1,8,2,5,,15,15,1,12,4,B03,120.688116,24.086029,2
7717,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,17,臺中市,南區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,28,118,,,,,,,,,,,,,118,118,1,,,,120.679293,24.125653,2
7718,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,18,臺中市,梧棲區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,1,1,10,5,5,2,14,49,3,10,3,1,B03,7,2,1,8,2,6,,49,49,1,6,4,B03,120.514425,24.230073,2
7719,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,20,臺中市,清水區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,12,4,B03,120.563908,24.264359,3
7720,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,21,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,12,2,9,5,4,C03,7,9,1,10,2,12,,12,12,1,12,4,C03,120.68757,24.171239,2
7721,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,24,臺中市,大里區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,1,1,5,5,5,1,13,7,3,10,3,1,B03,7,5,3,19,2,1,,7,7,1,13,4,B03,120.67976,24.102096,2
7722,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,25,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,119,,,,,,,,,,,,,119,,1,,,,120.651567,24.158093,3
7723,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,25,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,12,84,,,,,B03,,,1,,2,,,20,84,1,12,4,B03,120.714426,24.251066,3
7724,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,36,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,5,4,5,2,13,7,2,9,1,1,C03,7,9,1,10,1,11,,7,7,1,12,4,C03,120.62447,24.178986,2
7725,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,39,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,17,51,3,10,3,1,B03,7,1,1,8,2,16,,51,51,1,13,4,B03,120.662928,24.165509,2
7726,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,42,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,C03,,,1,,2,,,84,,1,13,4,C03,120.67192,24.171681,4
7727,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,43,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B01,,,1,,2,,,84,,1,12,4,B01,120.650576,24.120293,3
7728,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,47,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,13,4,B03,120.630765,24.162551,3
7729,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,49,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,B03,,,1,8,2,,,84,84,1,13,4,B03,120.650791,24.112202,3
7730,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,50,臺中市,潭子區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,58,3,10,3,1,B03,7,9,1,8,9,2,,58,58,2,12,4,B03,120.691208,24.215976,2
7731,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,50,臺中市,南屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,18,84,2,9,2,4,C03,7,9,1,10,2,15,,84,84,1,13,3,C03,120.626917,24.140102,2
7732,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,52,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,50,,,,,B03,,,1,,9,,,50,,1,12,4,B03,120.637842,24.145252,3
7733,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,55,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.658317,24.147842,4
7734,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,19,57,臺中市,烏日區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,20,3,10,3,1,B03,7,11,1,8,2,8,,20,20,1,12,4,B03,120.607036,24.125307,2
7735,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,0,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,46,,,,,C03,,,1,,2,,,46,,1,13,4,C03,120.717749,24.148787,3
7736,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,0,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,14,50,,,,,B03,,,1,,2,,,50,,1,6,4,B03,120.552368,24.147829,3
7737,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,2,臺中市,西屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,21,2,7,5,4,C03,7,9,1,10,2,11,,21,21,1,12,4,C03,120.637855,24.163108,2
7738,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,11,臺中市,大甲區,0,1,0,7,1,6,40,4,2,1,5,4,6,6,1,1,5,5,4,1,17,58,2,9,1,1,C03,7,5,1,10,2,11,,58,58,1,12,4,C03,120.625048,24.340326,2
7739,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,20,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,13,4,B03,120.695794,24.147763,3
7740,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,28,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.625506,24.178439,3
7741,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,30,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,3,10,3,1,B03,7,5,1,8,2,2,,14,14,1,12,4,B03,120.679767,24.17345,2
7742,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,35,臺中市,龍井區,0,0,0,6,,,50,,,,,,,,,,,,,,12,51,,,,,B12,,,1,,2,,,51,,1,12,4,B12,120.591801,24.181444,3
7743,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,36,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,24,84,,,,,B03,,,1,8,2,,,84,84,1,12,4,B03,120.632877,24.142977,3
7744,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,47,臺中市,大雅區,0,3,0,7,1,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,16,11,2,9,2,1,C01,7,6,1,9,2,12,,11,11,1,12,4,C01,120.649996,24.216291,2
7745,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,20,56,臺中市,西屯區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,1,1,5,4,5,1,17,84,2,9,1,1,C03,7,1,2,19,2,15,,84,84,1,13,4,C03,120.618859,24.178962,2
7746,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,1,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,16,84,,,,,C03,,,1,,2,,,84,84,1,12,2,C03,120.652433,24.226934,3
7747,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,2,臺中市,太平區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,6,4,B03,120.714731,24.149158,2
7748,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,20,臺中市,大肚區,0,2,0,6,1,6,60,13,5,1,5,4,6,6,1,1,3,5,3,2,17,43,2,9,3,1,B03,7,9,1,8,2,8,,43,43,1,12,4,B03,120.582653,24.168368,2
7749,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,27,臺中市,北區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,3,95,2,9,6,5,H01,8,16,7,21,10,17,,95,95,1,13,5,H01,120.686964,24.152976,2
7750,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,28,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,3,10,3,1,B03,7,9,1,8,2,5,,15,15,1,6,4,B03,120.663087,24.135152,2
7751,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,30,臺中市,龍井區,0,0,0,6,,,30,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.58967,24.183181,3
7752,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,33,臺中市,南屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,8,,,,,B03,,,1,,2,,,8,,1,6,4,B03,120.623399,24.135649,3
7753,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,37,臺中市,北區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,5,4,5,2,16,39,3,10,5,1,C03,7,6,1,10,2,12,,39,39,1,13,4,C03,120.688113,24.151003,2
7754,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,49,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,6,4,B03,120.680949,24.105836,3
7755,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,21,54,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,8,2,,,7,7,1,12,4,B03,120.689144,24.136986,3
7756,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,3,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.681592,24.129445,3
7757,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,4,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.698623,24.248885,3
7758,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,7,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,16,39,,,,,B03,,,1,,2,,,39,,1,13,4,B03,120.615814,24.11615,3
7759,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,19,臺中市,太平區,0,1,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,3,10,3,1,B03,7,6,1,8,2,5,,14,14,1,13,4,B03,120.73827,24.158143,2
7760,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,34,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,16,4,2,9,1,1,C03,7,9,3,19,2,14,,4,4,1,12,4,C03,120.647273,24.134761,2
7761,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,50,臺中市,清水區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,20,2,9,1,1,C03,7,9,1,10,2,11,,20,20,1,6,4,C03,120.541811,24.268459,2
7762,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,22,53,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,B12,,,1,8,2,,,84,84,1,13,4,B12,120.705906,24.132072,3
7763,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,0,臺中市,大里區,0,0,0,7,,,60,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,13,4,B03,120.691255,24.100715,3
7764,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,8,臺中市,南區,0,1,0,7,1,6,50,11,24,1,5,4,6,6,4,4,1,4,4,2,17,84,3,10,3,1,B01,7,5,1,4,2,3,,84,84,1,13,4,B01,120.657175,24.130496,2
7765,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,8,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,59,1,12,4,B03,120.581243,24.206029,3
7766,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,15,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,12,4,B03,120.660136,24.17479,3
7767,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,16,臺中市,西屯區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,2,1,10,5,5,2,17,51,3,10,5,4,B03,7,1,1,8,2,2,,51,51,1,13,4,B03,120.6475,24.168824,2
7768,66000,387130000C,(04)23274275,(04)23288582,2023,8,20,23,25,臺中市,沙鹿區,0,0,0,6,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.57101,24.215433,3
